ipc_area_id,analysis_id,ipc_period,ipc_area_title,ipc_admin_type,ipc_geometry_type,district_id,district_name,district_region_id,district_region_name,intersection_area,intersection_area_unit,district_overlap_pct,ipc_area_overlap_pct,mapping_type,ambiguous,eligible_for_areal_weighting,notes
1485,87143416,C,Gedo Southern Inland Pastoral,polygon,MultiPolygon,SO2604,Ceel Waaq,SO26,Gedo,7362.097068,km2,94.768266,25.305012,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1485,87143416,C,Gedo Southern Inland Pastoral,polygon,MultiPolygon,SO2605,Doolow,SO26,Gedo,253.778121,km2,15.670143,0.872287,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1485,87143416,C,Gedo Southern Inland Pastoral,polygon,MultiPolygon,SO2601,Garbahaarey,SO26,Gedo,4428.920585,km2,53.207327,15.223093,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1485,87143416,C,Gedo Southern Inland Pastoral,polygon,MultiPolygon,SO2606,Luuq,SO26,Gedo,3119.62861,km2,37.733057,10.722792,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1485,87143416,C,Gedo Southern Inland Pastoral,polygon,MultiPolygon,SO2802,Afmadow,SO28,Lower Juba,0.209409,km2,0.000783,0.00072,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1485,87143416,C,Gedo Southern Inland Pastoral,polygon,MultiPolygon,SO2703,Saakow,SO27,Middle Juba,0.06311,km2,0.000784,0.000217,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1486,87143416,C,"Gedo Urban (Baardheere, Belet Xaawo, Ceel Waaq, Garbahaarey and Luuq)",urb,Point,SO2602,Baardheere,SO26,Gedo,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1487,87143416,C,Gedo Urban (Doolow),urb,Point,SO2605,Doolow,SO26,Gedo,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1488,87143416,C,"Gedo Urban IDPs (Baardheere, Belet Xaawo, Ceel Waaq, Garbahaarey and Luuq)",idp,Point,SO2602,Baardheere,SO26,Gedo,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1489,87143416,C,Gedo Urban IDPs (Doolow),idp,Point,SO2605,Doolow,SO26,Gedo,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1490,87143416,C,Hiraan Cowpea Belt (Bulo Burto),polygon,MultiPolygon,SO1904,Ceel Buur,SO19,Galgaduud,0.055867,km2,0.000418,0.012698,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1490,87143416,C,Hiraan Cowpea Belt (Bulo Burto),polygon,MultiPolygon,SO1905,Ceel Dheer,SO19,Galgaduud,8.404464,km2,0.081073,1.910285,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1490,87143416,C,Hiraan Cowpea Belt (Bulo Burto),polygon,MultiPolygon,SO2002,Bulo Burto,SO20,Hiraan,431.48838,km2,2.688927,98.074782,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1490,87143416,C,Hiraan Cowpea Belt (Bulo Burto),polygon,MultiPolygon,SO2003,Jalalaqsi,SO20,Hiraan,0.00671,km2,0.000215,0.001525,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1490,87143416,C,Hiraan Cowpea Belt (Bulo Burto),polygon,MultiPolygon,SO2104,Cadale,SO21,Middle Shabelle,0.003097,km2,5.3e-05,0.000704,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1490,87143416,C,Hiraan Cowpea Belt (Bulo Burto),polygon,MultiPolygon,SO2101,Jowhar,SO21,Middle Shabelle,2.5e-05,km2,1e-06,6e-06,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1491,87143416,C,Hiraan Hawd Pastoral,polygon,Polygon,SO1902,Cabudwaaq,SO19,Galgaduud,1.031504,km2,0.016097,0.015347,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1491,87143416,C,Hiraan Hawd Pastoral,polygon,Polygon,SO1904,Ceel Buur,SO19,Galgaduud,0.351294,km2,0.002631,0.005227,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1491,87143416,C,Hiraan Hawd Pastoral,polygon,Polygon,SO1901,Dhuusamarreeb,SO19,Galgaduud,0.749243,km2,0.005899,0.011148,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1491,87143416,C,Hiraan Hawd Pastoral,polygon,Polygon,SO2001,Belet Weyne,SO20,Hiraan,6067.395667,km2,41.319872,90.274477,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1491,87143416,C,Hiraan Hawd Pastoral,polygon,Polygon,SO2002,Bulo Burto,SO20,Hiraan,238.492473,km2,1.486225,3.548439,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1492,87143416,C,Hiraan Riverine Pump and Gravity Irrigation,polygon,Polygon,SO2001,Belet Weyne,SO20,Hiraan,575.84344,km2,3.92158,24.930794,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1492,87143416,C,Hiraan Riverine Pump and Gravity Irrigation,polygon,Polygon,SO2002,Bulo Burto,SO20,Hiraan,1212.126939,km2,7.55367,52.478303,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1492,87143416,C,Hiraan Riverine Pump and Gravity Irrigation,polygon,Polygon,SO2003,Jalalaqsi,SO20,Hiraan,503.370196,km2,16.119774,21.793108,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1492,87143416,C,Hiraan Riverine Pump and Gravity Irrigation,polygon,Polygon,SO2101,Jowhar,SO21,Middle Shabelle,0.079215,km2,0.001709,0.00343,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1493,87143416,C,Hiraan Southern Agro-Pastoral,polygon,MultiPolygon,SO2001,Belet Weyne,SO20,Hiraan,1398.206132,km2,9.521993,25.99635,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1493,87143416,C,Hiraan Southern Agro-Pastoral,polygon,MultiPolygon,SO2002,Bulo Burto,SO20,Hiraan,2942.146987,km2,18.334718,54.702293,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1493,87143416,C,Hiraan Southern Agro-Pastoral,polygon,MultiPolygon,SO2003,Jalalaqsi,SO20,Hiraan,1012.245728,km2,32.41585,18.820325,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1493,87143416,C,Hiraan Southern Agro-Pastoral,polygon,MultiPolygon,SO2101,Jowhar,SO21,Middle Shabelle,0.248631,km2,0.005363,0.004623,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1494,87143416,C,Hiraan Southern Inland Pastoral,polygon,MultiPolygon,SO2502,Ceel Barde,SO25,Bakool,0.301885,km2,0.003938,0.001543,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1494,87143416,C,Hiraan Southern Inland Pastoral,polygon,MultiPolygon,SO2503,Tayeeglow,SO25,Bakool,0.085183,km2,0.001292,0.000435,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1494,87143416,C,Hiraan Southern Inland Pastoral,polygon,MultiPolygon,SO1904,Ceel Buur,SO19,Galgaduud,0.443298,km2,0.003319,0.002266,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1494,87143416,C,Hiraan Southern Inland Pastoral,polygon,MultiPolygon,SO2001,Belet Weyne,SO20,Hiraan,6642.176086,km2,45.234213,33.949889,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1494,87143416,C,Hiraan Southern Inland Pastoral,polygon,MultiPolygon,SO2002,Bulo Burto,SO20,Hiraan,11217.544345,km2,69.904909,57.335786,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1494,87143416,C,Hiraan Southern Inland Pastoral,polygon,MultiPolygon,SO2003,Jalalaqsi,SO20,Hiraan,1606.455089,km2,51.44463,8.21101,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1494,87143416,C,Hiraan Southern Inland Pastoral,polygon,MultiPolygon,SO2307,Wanla Weyn,SO23,Lower Shabelle,0.041401,km2,0.000725,0.000212,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1494,87143416,C,Hiraan Southern Inland Pastoral,polygon,MultiPolygon,SO2102,Adan Yabaal,SO21,Middle Shabelle,0.004193,km2,0.000105,2.1e-05,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1494,87143416,C,Hiraan Southern Inland Pastoral,polygon,MultiPolygon,SO2104,Cadale,SO21,Middle Shabelle,0.057412,km2,0.000986,0.000293,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1494,87143416,C,Hiraan Southern Inland Pastoral,polygon,MultiPolygon,SO2101,Jowhar,SO21,Middle Shabelle,0.025343,km2,0.000547,0.00013,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1495,87143416,C,Hiraan Urban (Belet Weyne),urb,Point,SO2001,Belet Weyne,SO20,Hiraan,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1496,87143416,C,Hiraan Urban (Bulo Burto and Jalalaqsi),urb,Point,SO2002,Bulo Burto,SO20,Hiraan,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1497,87143416,C,Hiraan Urban IDPs (Belet Weyne),idp,Point,SO2001,Belet Weyne,SO20,Hiraan,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1498,87143416,C,Hiraan Urban IDPs (Bulo Burto and Jalalaqsi),idp,Point,SO2002,Bulo Burto,SO20,Hiraan,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1499,87143416,C,Juba Pastoral (M Juba and L Juba),polygon,MultiPolygon,SO2802,Afmadow,SO28,Lower Juba,12873.30892,km2,48.111121,48.265235,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1499,87143416,C,Juba Pastoral (M Juba and L Juba),polygon,MultiPolygon,SO2803,Badhaadhe,SO28,Lower Juba,6215.737733,km2,63.676091,23.304346,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1499,87143416,C,Juba Pastoral (M Juba and L Juba),polygon,MultiPolygon,SO2804,Jamaame,SO28,Lower Juba,2.019638,km2,0.093982,0.007572,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1499,87143416,C,Juba Pastoral (M Juba and L Juba),polygon,MultiPolygon,SO2801,Kismaayo,SO28,Lower Juba,3349.004855,km2,36.341855,12.556252,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1499,87143416,C,Juba Pastoral (M Juba and L Juba),polygon,MultiPolygon,SO2306,Sablaale,SO23,Lower Shabelle,0.195793,km2,0.003268,0.000734,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1499,87143416,C,Juba Pastoral (M Juba and L Juba),polygon,MultiPolygon,SO2701,Bu'aale,SO27,Middle Juba,2701.586979,km2,49.20933,10.128921,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1499,87143416,C,Juba Pastoral (M Juba and L Juba),polygon,MultiPolygon,SO2702,Jilib,SO27,Middle Juba,1530.157284,km2,29.142986,5.73694,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1500,87143416,C,Juba Riverine Gravity Irrigation (L Juba & M Juba),polygon,MultiPolygon,SO2802,Afmadow,SO28,Lower Juba,1139.3665,km2,4.258128,23.185354,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1500,87143416,C,Juba Riverine Gravity Irrigation (L Juba & M Juba),polygon,MultiPolygon,SO2804,Jamaame,SO28,Lower Juba,1286.947331,km2,59.887141,26.188526,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1500,87143416,C,Juba Riverine Gravity Irrigation (L Juba & M Juba),polygon,MultiPolygon,SO2801,Kismaayo,SO28,Lower Juba,432.641301,km2,4.694824,8.803964,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1500,87143416,C,Juba Riverine Gravity Irrigation (L Juba & M Juba),polygon,MultiPolygon,SO2303,Baraawe,SO23,Lower Shabelle,0.327506,km2,0.009974,0.006665,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1500,87143416,C,Juba Riverine Gravity Irrigation (L Juba & M Juba),polygon,MultiPolygon,SO2701,Bu'aale,SO27,Middle Juba,494.665853,km2,9.010324,10.066123,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1500,87143416,C,Juba Riverine Gravity Irrigation (L Juba & M Juba),polygon,MultiPolygon,SO2702,Jilib,SO27,Middle Juba,1560.211196,km2,29.715385,31.749265,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1501,87143416,C,Juba Riverine Pump and Gravity Irrigation (M Juba),polygon,Polygon,SO2602,Baardheere,SO26,Gedo,0.047802,km2,0.000313,0.003438,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1501,87143416,C,Juba Riverine Pump and Gravity Irrigation (M Juba),polygon,Polygon,SO2802,Afmadow,SO28,Lower Juba,1.539598,km2,0.005754,0.110716,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1501,87143416,C,Juba Riverine Pump and Gravity Irrigation (M Juba),polygon,Polygon,SO2701,Bu'aale,SO27,Middle Juba,618.045667,km2,11.257684,44.445096,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1501,87143416,C,Juba Riverine Pump and Gravity Irrigation (M Juba),polygon,Polygon,SO2703,Saakow,SO27,Middle Juba,770.949305,km2,9.576437,55.440751,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1502,87143416,C,Juba Sorghum High Potential Agropastoral (M Juba),polygon,Polygon,SO2403,Diinsoor,SO24,Bay,0.445381,km2,0.004577,0.017719,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1502,87143416,C,Juba Sorghum High Potential Agropastoral (M Juba),polygon,Polygon,SO2602,Baardheere,SO26,Gedo,0.020947,km2,0.000137,0.000833,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1502,87143416,C,Juba Sorghum High Potential Agropastoral (M Juba),polygon,Polygon,SO2306,Sablaale,SO23,Lower Shabelle,0.008098,km2,0.000135,0.000322,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1502,87143416,C,Juba Sorghum High Potential Agropastoral (M Juba),polygon,Polygon,SO2701,Bu'aale,SO27,Middle Juba,1140.932172,km2,20.782047,45.39046,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1502,87143416,C,Juba Sorghum High Potential Agropastoral (M Juba),polygon,Polygon,SO2703,Saakow,SO27,Middle Juba,1372.188027,km2,17.044794,54.590665,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1503,87143416,C,Juba Southern Agro-Pastoral (M Juba and L Juba),polygon,Polygon,SO2602,Baardheere,SO26,Gedo,0.063241,km2,0.000414,0.001466,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1503,87143416,C,Juba Southern Agro-Pastoral (M Juba and L Juba),polygon,Polygon,SO2802,Afmadow,SO28,Lower Juba,2683.222943,km2,10.027947,62.203178,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1503,87143416,C,Juba Southern Agro-Pastoral (M Juba and L Juba),polygon,Polygon,SO2701,Bu'aale,SO27,Middle Juba,523.342087,km2,9.532661,12.132253,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1503,87143416,C,Juba Southern Agro-Pastoral (M Juba and L Juba),polygon,Polygon,SO2703,Saakow,SO27,Middle Juba,1107.014603,km2,13.750911,25.663103,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1504,87143416,C,Juba Southern Inland Pastoral (M Juba and L Juba),polygon,MultiPolygon,SO2602,Baardheere,SO26,Gedo,0.264072,km2,0.001729,0.001343,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1504,87143416,C,Juba Southern Inland Pastoral (M Juba and L Juba),polygon,MultiPolygon,SO2802,Afmadow,SO28,Lower Juba,10048.825315,km2,37.555244,51.117895,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1504,87143416,C,Juba Southern Inland Pastoral (M Juba and L Juba),polygon,MultiPolygon,SO2803,Badhaadhe,SO28,Lower Juba,1492.045115,km2,15.285008,7.589962,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1504,87143416,C,Juba Southern Inland Pastoral (M Juba and L Juba),polygon,MultiPolygon,SO2801,Kismaayo,SO28,Lower Juba,3081.862095,km2,33.442945,15.677285,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1504,87143416,C,Juba Southern Inland Pastoral (M Juba and L Juba),polygon,MultiPolygon,SO2306,Sablaale,SO23,Lower Shabelle,0.040046,km2,0.000668,0.000204,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1504,87143416,C,Juba Southern Inland Pastoral (M Juba and L Juba),polygon,MultiPolygon,SO2701,Bu'aale,SO27,Middle Juba,11.40083,km2,0.207666,0.057995,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1504,87143416,C,Juba Southern Inland Pastoral (M Juba and L Juba),polygon,MultiPolygon,SO2702,Jilib,SO27,Middle Juba,225.176133,km2,4.288647,1.14546,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1504,87143416,C,Juba Southern Inland Pastoral (M Juba and L Juba),polygon,MultiPolygon,SO2703,Saakow,SO27,Middle Juba,4796.758044,km2,59.58349,24.400879,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1505,87143416,C,Juba Southern Rainfed (M Juba and L Juba),polygon,MultiPolygon,SO2803,Badhaadhe,SO28,Lower Juba,1942.148194,km2,19.896014,27.391079,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1505,87143416,C,Juba Southern Rainfed (M Juba and L Juba),polygon,MultiPolygon,SO2804,Jamaame,SO28,Lower Juba,859.884641,km2,40.014095,12.127379,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1505,87143416,C,Juba Southern Rainfed (M Juba and L Juba),polygon,MultiPolygon,SO2801,Kismaayo,SO28,Lower Juba,2347.530913,km2,25.474322,33.108392,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1505,87143416,C,Juba Southern Rainfed (M Juba and L Juba),polygon,MultiPolygon,SO2303,Baraawe,SO23,Lower Shabelle,0.09645,km2,0.002937,0.00136,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1505,87143416,C,Juba Southern Rainfed (M Juba and L Juba),polygon,MultiPolygon,SO2702,Jilib,SO27,Middle Juba,1934.41711,km2,36.842416,27.282043,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1506,87143416,C,"Lower Juba Urban (Afmadow, Badhaadhe and Jamaame)",urb,Point,SO2802,Afmadow,SO28,Lower Juba,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1509,87143416,C,Lower Juba Urban (Kismaayo),urb,Point,SO2801,Kismaayo,SO28,Lower Juba,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1507,87143416,C,Lower Juba Urban IDPs (Afmadow and Jamaame),idp,Point,SO2802,Afmadow,SO28,Lower Juba,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1508,87143416,C,Lower Juba Urban IDPs (Kismaayo),idp,Point,SO2801,Kismaayo,SO28,Lower Juba,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1510,87143416,C,"Lower Shabelle Urban (Afgooye, Baraawe, Kurtunwaarey, Marka, Qoryooley, Sablaale and Wanla Weyn)",urb,Point,SO2305,Qoryooley,SO23,Lower Shabelle,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1511,87143416,C,"Lower Shabelle Urban IDPs (Afgooye, Baraawe, Marka and Wanla Weyn)",idp,Point,SO2305,Qoryooley,SO23,Lower Shabelle,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1512,87143416,C,"Middle Juba Urban (Bu'aale, Jilib and Saakow)",urb,Point,SO2701,Bu'aale,SO27,Middle Juba,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1513,87143416,C,"Middle Shabelle Urban (Adan Yabaal, Balcad, Cadale and Jowhar)",urb,Point,SO2104,Cadale,SO21,Middle Shabelle,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1514,87143416,C,"Middle Shabelle Urban IDPs (Adan Yabaal, Balcad, Cadale and Jowhar)",idp,Point,SO2101,Jowhar,SO21,Middle Shabelle,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1515,87143416,C,Mudug Urban (Gaalkacyo),urb,Point,SO1801,Gaalkacyo,SO18,Mudug,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1516,87143416,C,"Mudug Urban (Galdogob, Hobyo, Jariiban and Xarardheere)",urb,Point,SO1803,Hobyo,SO18,Mudug,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1517,87143416,C,Mudug Urban IDPs (Gaalkacyo),idp,Point,SO1801,Gaalkacyo,SO18,Mudug,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1518,87143416,C,"Mudug Urban IDPs (Galdogob, Hobyo, and Jariiban)",idp,Point,SO1803,Hobyo,SO18,Mudug,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1519,87143416,C,"NE Addun pastoral (Mudug, Nugaal)",polygon,MultiPolygon,SO1801,Gaalkacyo,SO18,Mudug,3290.576326,km2,21.609585,24.960919,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1519,87143416,C,"NE Addun pastoral (Mudug, Nugaal)",polygon,MultiPolygon,SO1803,Hobyo,SO18,Mudug,0.007661,km2,3e-05,5.8e-05,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1519,87143416,C,"NE Addun pastoral (Mudug, Nugaal)",polygon,MultiPolygon,SO1804,Jariiban,SO18,Mudug,8532.142335,km2,78.083623,64.72122,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1519,87143416,C,"NE Addun pastoral (Mudug, Nugaal)",polygon,MultiPolygon,SO1703,Eyl,SO17,Nugaal,1360.187003,km2,14.61214,10.317803,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1520,87143416,C,"NE Coastal Deeh Pastoral (Bari, Mudug and Nugal)",polygon,Polygon,SO1602,Bandarbeyla,SO16,Bari,1961.392809,km2,17.372601,25.796002,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1520,87143416,C,"NE Coastal Deeh Pastoral (Bari, Mudug and Nugal)",polygon,Polygon,SO1604,Iskushuban,SO16,Bari,1267.120279,km2,6.905399,16.665013,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1520,87143416,C,"NE Coastal Deeh Pastoral (Bari, Mudug and Nugal)",polygon,Polygon,SO1606,Qardho,SO16,Bari,1.562139,km2,0.008384,0.020545,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1520,87143416,C,"NE Coastal Deeh Pastoral (Bari, Mudug and Nugal)",polygon,Polygon,SO1803,Hobyo,SO18,Mudug,0.001836,km2,7e-06,2.4e-05,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1520,87143416,C,"NE Coastal Deeh Pastoral (Bari, Mudug and Nugal)",polygon,Polygon,SO1804,Jariiban,SO18,Mudug,1933.758974,km2,17.697186,25.432565,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1520,87143416,C,"NE Coastal Deeh Pastoral (Bari, Mudug and Nugal)",polygon,Polygon,SO1703,Eyl,SO17,Nugaal,2438.244241,km2,26.193431,32.067495,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1521,87143416,C,NE East Golis Pastoral (Bari),polygon,Polygon,SO1601,Bossaso,SO16,Bari,5499.22816,km2,69.79657,22.358169,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1521,87143416,C,NE East Golis Pastoral (Bari),polygon,Polygon,SO1603,Caluula,SO16,Bari,4529.177179,km2,99.995857,18.41424,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1521,87143416,C,NE East Golis Pastoral (Bari),polygon,Polygon,SO1604,Iskushuban,SO16,Bari,7848.529469,km2,42.771969,31.909705,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1521,87143416,C,NE East Golis Pastoral (Bari),polygon,Polygon,SO1605,Qandala,SO16,Bari,6717.480946,km2,90.810018,27.31121,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
